status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Satisfactory,validation-466,Fragmentation Fee not charged when a user incompletely compensate a credit position,no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-003,DUPE-Compensate-004""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,,
Satisfactory,validation-485,"Partial repayment with debt/credit creation (compensation) will not charge fragmentation fee, allowing malicious actors to fragment a credit many times breaking invariant `FEES_01`",no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-003,DUPE-Compensate-004""",DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,DUPE-AccountingLibrary-002,,
Satisfactory,validation-555,Uncharged Fragmentation Fees on Credit Splits on `Compnsate()` function Lead to Financial Losses for the Protocol,no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-003,DUPE-Compensate-004""",DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003,,,
Satisfactory,validation-588,"Borrowers who call `compensate()` with `RESERVED_ID` will never pay a fragmentation fee, despite being responsible for the fragmentation of credit",no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-003,DUPE-Compensate-004""",,,,,
Satisfactory,validation-605,When a user Wants to Partially repay he/she is Fragmenting a Credit Position but the current implementation allows a user to Bypassing Fragmentation Fee payment even though the user still doesn't repay any of the fragmented loans,no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-002,DUPE-Compensate-003""",,,,,
Satisfactory,validation-622,"Users are able to split their debt position at no cost, allowing them to delay or even prevent liquidation",no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L146,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""",findings-24,"""DUPE-Compensate-002,DUPE-Compensate-002""",DUPE-CapsLibrary-003,DUPE-Multicall-001,DUPE-Multicall-002,,
Satisfactory,validation-720,User can split a credit into multiple credits without paying fragmentation fee,no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-002,DUPE-Compensate-002""",DUPE-Compensate-003,DUPE-Compensate-004,,,
Satisfactory,validation-95,Fragmentation fees aren't being paid in the context of partial repayment in `Size::compensate`,no frag fee,fragmentation fee RESERVED_ID,Missing check for creditPositionWithDebtToRepay.credit > 0,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L146-L155,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L136-L136""",findings-24,"""DUPE-Compensate-002,DUPE-Compensate-002""",,,,,
Satisfactory,validation-108,Users can not to buy/sell minimum credit allowed due to exactAmountIn condition,incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,DUPE-AccountingLibrary-001,,
Satisfactory,validation-138,Wrong check when `buyCreditMarket` is been called with `param.exactAmountIn` equal to true.,incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",DUPE-AccountingLibrary-003,DUPE-AccountingLibrary-004,,,
Satisfactory,validation-208,"Bad amount validation could lead to DoS, when `buyCreditMarket` called",,minimumCreditBorrowAToken,params.amount as cash not catered for,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
Satisfactory,validation-214,"Bad amount validation could lead to DoS, when `sellCreditMarket` called",incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
Satisfactory,validation-258,Legitimate call with small cash out can be reverted.,incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
Satisfactory,validation-342,"SellingCredit can incorrectly reverts because `params.amount` is incorrectly threated as if it would represent `credit`, when in reality could represent `cash` and the credit been sold would be grather than minimumCreditBorrowAToken",incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
Satisfactory,validation-363,Incorrect Minimum credit Check in `validateBuyCreditMarket`,incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
Satisfactory,validation-403,Creation of valid loans will revert due to comparing a cash value with credit one,incorrect restriction,minimumCreditBorrowAToken,params.amount as cash not catered for,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,"""https://github.com/code-423n4/size-solidity/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93""","""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L91-L93,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L93-L95""",validation-108,"""DUPE-BuyCreditMarket-001,DUPE-SellCreditMarket-003""",,,,,
